Sl no.,DistrictName,MarketName,Commodity,Variety,Grade,min_price,max_price,modal_price,PriceDate
12179,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,2400,1600,02-Oct-17
12180,Kolar,Chintamani,Tomato,Tomato,FAQ,700,1600,1100,01-Oct-17
12181,Kolar,Chintamani,Tomato,Tomato,FAQ,600,1500,1000,30-Sep-17
12182,Kolar,Chintamani,Tomato,Tomato,FAQ,500,1400,900,29-Sep-17
12183,Kolar,Chintamani,Tomato,Tomato,FAQ,533,1333,1000,28-Sep-17
12184,Kolar,Chintamani,Tomato,Tomato,FAQ,533,1333,1000,27-Sep-17
12185,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1133,933,26-Sep-17
12186,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1200,800,25-Sep-17
12187,Kolar,Chintamani,Tomato,Tomato,FAQ,600,1700,1000,24-Sep-17
12188,Kolar,Chintamani,Tomato,Tomato,FAQ,633,1666,1400,23-Sep-17
12189,Kolar,Chintamani,Tomato,Tomato,FAQ,500,1600,1000,22-Sep-17
12190,Kolar,Chintamani,Tomato,Tomato,FAQ,633,1666,1400,21-Sep-17
12191,Kolar,Chintamani,Tomato,Tomato,FAQ,466,1400,1000,20-Sep-17
12192,Kolar,Chintamani,Tomato,Tomato,FAQ,466,1400,1000,19-Sep-17
12193,Kolar,Chintamani,Tomato,Tomato,FAQ,333,1333,1000,18-Sep-17
12194,Kolar,Chintamani,Tomato,Tomato,FAQ,333,1366,1000,17-Sep-17
12195,Kolar,Chintamani,Tomato,Tomato,FAQ,600,1500,1000,16-Sep-17
12196,Kolar,Chintamani,Tomato,Tomato,FAQ,700,2066,1600,15-Sep-17
12197,Kolar,Chintamani,Tomato,Tomato,FAQ,700,2200,1666,14-Sep-17
12198,Kolar,Chintamani,Tomato,Tomato,FAQ,700,2000,1600,13-Sep-17
12199,Kolar,Chintamani,Tomato,Tomato,FAQ,700,2100,1600,12-Sep-17
12200,Kolar,Chintamani,Tomato,Tomato,FAQ,600,2066,1733,11-Sep-17
12201,Kolar,Chintamani,Tomato,Tomato,FAQ,700,1866,1400,10-Sep-17
12202,Kolar,Chintamani,Tomato,Tomato,FAQ,700,1900,1400,09-Sep-17
12203,Kolar,Chintamani,Tomato,Tomato,FAQ,700,1900,1400,08-Sep-17
12204,Kolar,Chintamani,Tomato,Tomato,FAQ,700,2000,1400,07-Sep-17
12205,Kolar,Chintamani,Tomato,Tomato,FAQ,600,2000,1500,06-Sep-17
12206,Kolar,Chintamani,Tomato,Tomato,FAQ,600,2000,1500,05-Sep-17
12207,Kolar,Chintamani,Tomato,Tomato,FAQ,600,2000,1500,04-Sep-17
12208,Kolar,Chintamani,Tomato,Tomato,FAQ,700,2100,1600,03-Sep-17
12209,Kolar,Chintamani,Tomato,Tomato,FAQ,600,2000,1500,02-Sep-17
12210,Kolar,Chintamani,Tomato,Tomato,FAQ,600,2000,1500,01-Sep-17
12211,Kolar,Chintamani,Tomato,Tomato,FAQ,700,2300,1400,31-Aug-17
12212,Kolar,Chintamani,Tomato,Tomato,FAQ,700,2400,1500,30-Aug-17
12213,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,3000,2000,29-Aug-17
12214,Kolar,Chintamani,Tomato,Tomato,FAQ,1500,3300,2500,28-Aug-17
12215,Kolar,Chintamani,Tomato,Tomato,FAQ,1400,3500,2500,27-Aug-17
12216,Kolar,Chintamani,Tomato,Tomato,FAQ,1400,3500,3000,26-Aug-17
12217,Kolar,Chintamani,Tomato,Tomato,FAQ,1500,4000,3000,25-Aug-17
12218,Kolar,Chintamani,Tomato,Tomato,FAQ,1400,3500,2500,24-Aug-17
12219,Kolar,Chintamani,Tomato,Tomato,FAQ,1500,4200,3000,23-Aug-17
12220,Kolar,Chintamani,Tomato,Tomato,FAQ,1500,4200,2900,22-Aug-17
12221,Kolar,Chintamani,Tomato,Tomato,FAQ,1500,4200,2900,21-Aug-17
12222,Kolar,Chintamani,Tomato,Tomato,FAQ,1500,4300,3000,20-Aug-17
12223,Kolar,Chintamani,Tomato,Tomato,FAQ,1700,4200,3100,19-Aug-17
12224,Kolar,Chintamani,Tomato,Tomato,FAQ,1600,4300,3100,18-Aug-17
12225,Kolar,Chintamani,Tomato,Tomato,FAQ,1600,4200,3100,17-Aug-17
12226,Kolar,Chintamani,Tomato,Tomato,FAQ,1500,4000,3000,16-Aug-17
12227,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,4000,3000,15-Aug-17
12228,Kolar,Chintamani,Tomato,Tomato,FAQ,1400,4200,3000,14-Aug-17
12229,Kolar,Chintamani,Tomato,Tomato,FAQ,1500,4300,3000,13-Aug-17
12230,Kolar,Chintamani,Tomato,Tomato,FAQ,1500,4300,3000,12-Aug-17
12231,Kolar,Chintamani,Tomato,Tomato,FAQ,1500,4000,3000,11-Aug-17
12232,Kolar,Chintamani,Tomato,Tomato,FAQ,1400,3900,3000,10-Aug-17
12233,Kolar,Chintamani,Tomato,Tomato,FAQ,1400,3700,3000,09-Aug-17
12234,Kolar,Chintamani,Tomato,Tomato,FAQ,1400,3600,3200,08-Aug-17
12235,Kolar,Chintamani,Tomato,Tomato,FAQ,1400,3600,3200,07-Aug-17
12236,Kolar,Chintamani,Tomato,Tomato,FAQ,1700,5000,4000,06-Aug-17
12237,Kolar,Chintamani,Tomato,Tomato,FAQ,2000,4000,3000,05-Aug-17
12238,Kolar,Chintamani,Tomato,Tomato,FAQ,1600,4300,3200,04-Aug-17
12239,Kolar,Chintamani,Tomato,Tomato,FAQ,1700,5000,4000,03-Aug-17
12240,Kolar,Chintamani,Tomato,Tomato,FAQ,1700,4800,4000,02-Aug-17
12241,Kolar,Chintamani,Tomato,Tomato,FAQ,1700,5000,4000,01-Aug-17
12242,Kolar,Chintamani,Tomato,Tomato,FAQ,1600,4700,3400,31-Jul-17
12243,Kolar,Chintamani,Tomato,Tomato,FAQ,1700,5000,3500,30-Jul-17
12244,Kolar,Chintamani,Tomato,Tomato,FAQ,1700,4800,3500,29-Jul-17
12245,Kolar,Chintamani,Tomato,Tomato,FAQ,1700,4600,3500,28-Jul-17
12246,Kolar,Chintamani,Tomato,Tomato,FAQ,2000,5200,4000,27-Jul-17
12247,Kolar,Chintamani,Tomato,Tomato,FAQ,2000,5400,4000,26-Jul-17
12248,Kolar,Chintamani,Tomato,Tomato,FAQ,2000,6600,5000,25-Jul-17
12249,Kolar,Chintamani,Tomato,Tomato,FAQ,2000,6600,5000,23-Jul-17
12250,Kolar,Chintamani,Tomato,Tomato,FAQ,2000,6000,4000,22-Jul-17
12251,Kolar,Chintamani,Tomato,Tomato,FAQ,2000,6700,5000,21-Jul-17
12252,Kolar,Chintamani,Tomato,Tomato,FAQ,2000,6600,5000,20-Jul-17
12253,Kolar,Chintamani,Tomato,Tomato,FAQ,2000,6600,5000,19-Jul-17
12254,Kolar,Chintamani,Tomato,Tomato,FAQ,2000,6600,5600,17-Jul-17
12255,Kolar,Chintamani,Tomato,Tomato,FAQ,2000,6500,5500,16-Jul-17
12256,Kolar,Chintamani,Tomato,Tomato,FAQ,2000,6600,5600,15-Jul-17
12257,Kolar,Chintamani,Tomato,Tomato,FAQ,2000,6600,5600,14-Jul-17
12258,Kolar,Chintamani,Tomato,Tomato,FAQ,2000,6500,5500,13-Jul-17
12259,Kolar,Chintamani,Tomato,Tomato,FAQ,2000,7333,6333,12-Jul-17
12260,Kolar,Chintamani,Tomato,Tomato,FAQ,2000,7000,5000,11-Jul-17
12261,Kolar,Chintamani,Tomato,Tomato,FAQ,1200,5955,5666,10-Jul-17
12262,Kolar,Chintamani,Tomato,Tomato,FAQ,2000,6000,4000,09-Jul-17
12263,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,5666,5000,08-Jul-17
12264,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,5733,5066,07-Jul-17
12265,Kolar,Chintamani,Tomato,Tomato,FAQ,800,5410,4833,06-Jul-17
12266,Kolar,Chintamani,Tomato,Tomato,FAQ,800,5410,4833,05-Jul-17
12267,Kolar,Chintamani,Tomato,Tomato,FAQ,700,5533,4866,04-Jul-17
12268,Kolar,Chintamani,Tomato,Tomato,FAQ,700,5533,4866,03-Jul-17
12269,Kolar,Chintamani,Tomato,Tomato,FAQ,800,4800,4200,01-Jul-17
12270,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,4700,3500,30-Jun-17
12271,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,6400,3400,29-Jun-17
12272,Kolar,Chintamani,Tomato,Tomato,FAQ,700,4800,4333,28-Jun-17
12273,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,4800,4333,27-Jun-17
12274,Kolar,Chintamani,Tomato,Tomato,FAQ,650,4333,3666,26-Jun-17
12275,Kolar,Chintamani,Tomato,Tomato,FAQ,700,3800,2966,25-Jun-17
12276,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,3100,2000,24-Jun-17
12277,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,3700,3000,23-Jun-17
12278,Kolar,Chintamani,Tomato,Tomato,FAQ,700,3000,2700,22-Jun-17
12279,Kolar,Chintamani,Tomato,Tomato,FAQ,600,2700,2333,21-Jun-17
12280,Kolar,Chintamani,Tomato,Tomato,FAQ,600,2600,2000,19-Jun-17
12281,Kolar,Chintamani,Tomato,Tomato,FAQ,600,2600,2066,17-Jun-17
12282,Kolar,Chintamani,Tomato,Tomato,FAQ,500,2600,2000,16-Jun-17
12283,Kolar,Chintamani,Tomato,Tomato,FAQ,500,2100,1600,15-Jun-17
12284,Kolar,Chintamani,Tomato,Tomato,FAQ,400,2000,1500,14-Jun-17
12285,Kolar,Chintamani,Tomato,Tomato,FAQ,533,1833,1466,13-Jun-17
12286,Kolar,Chintamani,Tomato,Tomato,FAQ,533,1900,1533,12-Jun-17
12287,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1600,1200,11-Jun-17
12288,Kolar,Chintamani,Tomato,Tomato,FAQ,500,1900,1500,10-Jun-17
12289,Kolar,Chintamani,Tomato,Tomato,FAQ,533,1800,1466,09-Jun-17
12290,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1700,1200,08-Jun-17
12291,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1900,1400,07-Jun-17
12292,Kolar,Chintamani,Tomato,Tomato,FAQ,600,1600,1266,06-Jun-17
12293,Kolar,Chintamani,Tomato,Tomato,FAQ,500,1600,1200,05-Jun-17
12294,Kolar,Chintamani,Tomato,Tomato,FAQ,300,1400,1100,04-Jun-17
12295,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1400,1100,03-Jun-17
12296,Kolar,Chintamani,Tomato,Tomato,FAQ,500,1500,1100,02-Jun-17
12297,Kolar,Chintamani,Tomato,Tomato,FAQ,300,1300,800,01-Jun-17
12298,Kolar,Chintamani,Tomato,Tomato,FAQ,300,1100,700,31-May-17
12299,Kolar,Chintamani,Tomato,Tomato,FAQ,533,1400,1200,29-May-17
12300,Kolar,Chintamani,Tomato,Tomato,FAQ,533,1466,1200,28-May-17
12301,Kolar,Chintamani,Tomato,Tomato,FAQ,466,1266,1000,27-May-17
12302,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1066,800,26-May-17
12303,Kolar,Chintamani,Tomato,Tomato,FAQ,300,1060,700,25-May-17
12304,Kolar,Chintamani,Tomato,Tomato,FAQ,300,1000,700,24-May-17
12305,Kolar,Chintamani,Tomato,Tomato,FAQ,486,1066,866,23-May-17
12306,Kolar,Chintamani,Tomato,Tomato,FAQ,300,1000,700,22-May-17
12307,Kolar,Chintamani,Tomato,Tomato,FAQ,200,800,500,21-May-17
12308,Kolar,Chintamani,Tomato,Tomato,FAQ,333,900,600,20-May-17
12309,Kolar,Chintamani,Tomato,Tomato,FAQ,300,866,600,19-May-17
12310,Kolar,Chintamani,Tomato,Tomato,FAQ,300,1000,600,18-May-17
12311,Kolar,Chintamani,Tomato,Tomato,FAQ,300,900,600,17-May-17
12312,Kolar,Chintamani,Tomato,Tomato,FAQ,200,800,600,16-May-17
12313,Kolar,Chintamani,Tomato,Tomato,FAQ,466,1000,800,15-May-17
12314,Kolar,Chintamani,Tomato,Tomato,FAQ,300,1000,600,14-May-17
12315,Kolar,Chintamani,Tomato,Tomato,FAQ,133,533,366,13-May-17
12316,Kolar,Chintamani,Tomato,Tomato,FAQ,133,700,500,11-May-17
12317,Kolar,Chintamani,Tomato,Tomato,FAQ,133,700,500,10-May-17
12318,Kolar,Chintamani,Tomato,Tomato,FAQ,133,666,433,09-May-17
12319,Kolar,Chintamani,Tomato,Tomato,FAQ,133,733,500,08-May-17
12320,Kolar,Chintamani,Tomato,Tomato,FAQ,200,733,500,06-May-17
12321,Kolar,Chintamani,Tomato,Tomato,FAQ,133,700,466,05-May-17
12322,Kolar,Chintamani,Tomato,Tomato,FAQ,133,700,500,04-May-17
12323,Kolar,Chintamani,Tomato,Tomato,FAQ,133,800,500,03-May-17
12324,Kolar,Chintamani,Tomato,Tomato,FAQ,200,633,433,02-May-17
12325,Kolar,Chintamani,Tomato,Tomato,FAQ,200,700,466,01-May-17
12326,Kolar,Chintamani,Tomato,Tomato,FAQ,266,800,533,30-Apr-17
12327,Kolar,Chintamani,Tomato,Tomato,FAQ,133,700,500,29-Apr-17
12328,Kolar,Chintamani,Tomato,Tomato,FAQ,133,600,400,28-Apr-17
12329,Kolar,Chintamani,Tomato,Tomato,FAQ,133,566,433,27-Apr-17
12330,Kolar,Chintamani,Tomato,Tomato,FAQ,133,533,400,26-Apr-17
12331,Kolar,Chintamani,Tomato,Tomato,FAQ,133,533,400,25-Apr-17
12332,Kolar,Chintamani,Tomato,Tomato,FAQ,200,900,700,24-Apr-17
12333,Kolar,Chintamani,Tomato,Tomato,FAQ,200,800,500,23-Apr-17
12334,Kolar,Chintamani,Tomato,Tomato,FAQ,200,1000,600,22-Apr-17
12335,Kolar,Chintamani,Tomato,Tomato,FAQ,200,700,500,21-Apr-17
12336,Kolar,Chintamani,Tomato,Tomato,FAQ,600,1400,1000,20-Apr-17
12337,Kolar,Chintamani,Tomato,Tomato,FAQ,600,1500,1100,19-Apr-17
12338,Kolar,Chintamani,Tomato,Tomato,FAQ,500,1400,1000,18-Apr-17
12339,Kolar,Chintamani,Tomato,Tomato,FAQ,533,933,800,17-Apr-17
12340,Kolar,Chintamani,Tomato,Tomato,FAQ,500,933,733,16-Apr-17
12341,Kolar,Chintamani,Tomato,Tomato,FAQ,300,800,600,15-Apr-17
12342,Kolar,Chintamani,Tomato,Tomato,FAQ,200,600,400,14-Apr-17
12343,Kolar,Chintamani,Tomato,Tomato,FAQ,300,800,500,13-Apr-17
12344,Kolar,Chintamani,Tomato,Tomato,FAQ,300,700,500,12-Apr-17
12345,Kolar,Chintamani,Tomato,Tomato,FAQ,300,800,600,11-Apr-17
12346,Kolar,Chintamani,Tomato,Tomato,FAQ,300,800,600,10-Apr-17
12347,Kolar,Chintamani,Tomato,Tomato,FAQ,200,700,400,09-Apr-17
12348,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1000,600,07-Apr-17
12349,Kolar,Chintamani,Tomato,Tomato,FAQ,533,1133,833,06-Apr-17
12350,Kolar,Chintamani,Tomato,Tomato,FAQ,500,1066,800,05-Apr-17
12351,Kolar,Chintamani,Tomato,Tomato,FAQ,466,1100,700,04-Apr-17
12352,Kolar,Chintamani,Tomato,Tomato,FAQ,500,1100,800,03-Apr-17
12353,Kolar,Chintamani,Tomato,Tomato,FAQ,700,1200,1000,02-Apr-17
12354,Kolar,Chintamani,Tomato,Tomato,FAQ,900,1600,1300,01-Apr-17
12355,Kolar,Chintamani,Tomato,Tomato,FAQ,800,1600,1300,31-Mar-17
12356,Kolar,Chintamani,Tomato,Tomato,FAQ,800,1700,1400,30-Mar-17
12357,Kolar,Chintamani,Tomato,Tomato,FAQ,800,2600,1300,29-Mar-17
12358,Kolar,Chintamani,Tomato,Tomato,FAQ,900,1700,1400,28-Mar-17
12359,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,1800,1400,27-Mar-17
12360,Kolar,Chintamani,Tomato,Tomato,FAQ,900,1700,1400,26-Mar-17
12361,Kolar,Chintamani,Tomato,Tomato,FAQ,800,1500,1300,25-Mar-17
12362,Kolar,Chintamani,Tomato,Tomato,FAQ,800,1500,1300,24-Mar-17
12363,Kolar,Chintamani,Tomato,Tomato,FAQ,800,1800,1500,23-Mar-17
12364,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,2300,1700,22-Mar-17
12365,Kolar,Chintamani,Tomato,Tomato,FAQ,900,1700,1400,21-Mar-17
12366,Kolar,Chintamani,Tomato,Tomato,FAQ,900,1600,1400,20-Mar-17
12367,Kolar,Chintamani,Tomato,Tomato,FAQ,900,1500,1100,19-Mar-17
12368,Kolar,Chintamani,Tomato,Tomato,FAQ,800,1400,1000,18-Mar-17
12369,Kolar,Chintamani,Tomato,Tomato,FAQ,700,1500,1200,17-Mar-17
12370,Kolar,Chintamani,Tomato,Tomato,FAQ,700,1500,1200,16-Mar-17
12371,Kolar,Chintamani,Tomato,Tomato,FAQ,600,1400,1100,15-Mar-17
12372,Kolar,Chintamani,Tomato,Tomato,FAQ,500,1300,1000,14-Mar-17
12373,Kolar,Chintamani,Tomato,Tomato,FAQ,900,1700,1400,13-Mar-17
12374,Kolar,Chintamani,Tomato,Tomato,FAQ,600,1500,1000,12-Mar-17
12375,Kolar,Chintamani,Tomato,Tomato,FAQ,500,1200,800,11-Mar-17
12376,Kolar,Chintamani,Tomato,Tomato,FAQ,900,1700,1300,10-Mar-17
12377,Kolar,Chintamani,Tomato,Tomato,FAQ,800,1600,1200,09-Mar-17
12378,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,2000,1500,08-Mar-17
12379,Kolar,Chintamani,Tomato,Tomato,FAQ,1200,2300,1700,07-Mar-17
12380,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,1800,1500,06-Mar-17
12381,Kolar,Chintamani,Tomato,Tomato,FAQ,900,2700,1300,05-Mar-17
12382,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,1800,1400,04-Mar-17
12383,Kolar,Chintamani,Tomato,Tomato,FAQ,900,2700,1300,03-Mar-17
12384,Kolar,Chintamani,Tomato,Tomato,FAQ,900,1800,1200,02-Mar-17
12385,Kolar,Chintamani,Tomato,Tomato,FAQ,800,1600,1200,01-Mar-17
12386,Kolar,Chintamani,Tomato,Tomato,FAQ,800,1600,1200,28-Feb-17
12387,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,2200,1600,27-Feb-17
12388,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,2000,1600,26-Feb-17
12389,Kolar,Chintamani,Tomato,Tomato,FAQ,1200,2400,1800,23-Feb-17
12390,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,2000,1500,22-Feb-17
12391,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,2000,1500,21-Feb-17
12392,Kolar,Chintamani,Tomato,Tomato,FAQ,600,1500,1000,18-Feb-17
12393,Kolar,Chintamani,Tomato,Tomato,FAQ,800,1700,1400,17-Feb-17
12394,Kolar,Chintamani,Tomato,Tomato,FAQ,800,1700,1400,16-Feb-17
12395,Kolar,Chintamani,Tomato,Tomato,FAQ,1100,2100,1600,15-Feb-17
12396,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,2000,1500,14-Feb-17
12397,Kolar,Chintamani,Tomato,Tomato,FAQ,800,1700,1400,13-Feb-17
12398,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,2000,1500,12-Feb-17
12399,Kolar,Chintamani,Tomato,Tomato,FAQ,800,1600,1200,11-Feb-17
12400,Kolar,Chintamani,Tomato,Tomato,FAQ,800,1700,1200,10-Feb-17
12401,Kolar,Chintamani,Tomato,Tomato,FAQ,700,1300,1000,09-Feb-17
12402,Kolar,Chintamani,Tomato,Tomato,FAQ,800,1700,1200,08-Feb-17
12403,Kolar,Chintamani,Tomato,Tomato,FAQ,900,2000,1500,07-Feb-17
12404,Kolar,Chintamani,Tomato,Tomato,FAQ,800,1700,1400,06-Feb-17
12405,Kolar,Chintamani,Tomato,Tomato,FAQ,900,2000,1600,05-Feb-17
12406,Kolar,Chintamani,Tomato,Tomato,FAQ,800,1700,1400,04-Feb-17
12407,Kolar,Chintamani,Tomato,Tomato,FAQ,800,2000,1500,03-Feb-17
12408,Kolar,Chintamani,Tomato,Tomato,FAQ,800,1900,1500,02-Feb-17
12409,Kolar,Chintamani,Tomato,Tomato,FAQ,900,2000,1500,01-Feb-17
12410,Kolar,Chintamani,Tomato,Tomato,FAQ,800,1700,1400,31-Jan-17
12411,Kolar,Chintamani,Tomato,Tomato,FAQ,800,1600,1400,30-Jan-17
12412,Kolar,Chintamani,Tomato,Tomato,FAQ,600,1400,1100,29-Jan-17
12413,Kolar,Chintamani,Tomato,Tomato,FAQ,800,1800,1400,28-Jan-17
12414,Kolar,Chintamani,Tomato,Tomato,FAQ,800,2133,1400,27-Jan-17
12415,Kolar,Chintamani,Tomato,Tomato,FAQ,800,2200,1400,26-Jan-17
12416,Kolar,Chintamani,Tomato,Tomato,FAQ,600,1800,1100,25-Jan-17
12417,Kolar,Chintamani,Tomato,Tomato,FAQ,533,1566,1133,24-Jan-17
12418,Kolar,Chintamani,Tomato,Tomato,FAQ,300,1000,700,19-Jan-17
12419,Kolar,Chintamani,Tomato,Tomato,FAQ,300,933,600,18-Jan-17
12420,Kolar,Chintamani,Tomato,Tomato,FAQ,300,1066,700,17-Jan-17
12421,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1500,1000,16-Jan-17
12422,Kolar,Chintamani,Tomato,Tomato,FAQ,500,1600,1000,15-Jan-17
12423,Kolar,Chintamani,Tomato,Tomato,FAQ,300,933,600,14-Jan-17
12424,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1200,800,12-Jan-17
12425,Kolar,Chintamani,Tomato,Tomato,FAQ,200,700,400,11-Jan-17
12426,Kolar,Chintamani,Tomato,Tomato,FAQ,300,833,500,10-Jan-17
12427,Kolar,Chintamani,Tomato,Tomato,FAQ,300,833,500,09-Jan-17
12428,Kolar,Chintamani,Tomato,Tomato,FAQ,200,766,433,08-Jan-17
12429,Kolar,Chintamani,Tomato,Tomato,FAQ,133,533,400,07-Jan-17
12430,Kolar,Chintamani,Tomato,Tomato,FAQ,133,533,400,06-Jan-17
12431,Kolar,Chintamani,Tomato,Tomato,FAQ,200,666,400,05-Jan-17
12432,Kolar,Chintamani,Tomato,Tomato,FAQ,133,533,266,04-Jan-17
12433,Kolar,Chintamani,Tomato,Tomato,FAQ,133,533,266,03-Jan-17
12434,Kolar,Chintamani,Tomato,Tomato,FAQ,133,500,266,02-Jan-17
12435,Kolar,Chintamani,Tomato,Tomato,FAQ,133,466,266,01-Jan-17
12436,Kolar,Chintamani,Tomato,Tomato,FAQ,133,400,266,31-Dec-16
12437,Kolar,Chintamani,Tomato,Tomato,FAQ,200,666,466,30-Dec-16
12438,Kolar,Chintamani,Tomato,Tomato,FAQ,200,600,400,29-Dec-16
12439,Kolar,Chintamani,Tomato,Tomato,FAQ,133,333,200,28-Dec-16
12440,Kolar,Chintamani,Tomato,Tomato,FAQ,133,333,200,27-Dec-16
12441,Kolar,Chintamani,Tomato,Tomato,FAQ,400,933,800,25-Dec-16
12442,Kolar,Chintamani,Tomato,Tomato,FAQ,166,500,333,24-Dec-16
12443,Kolar,Chintamani,Tomato,Tomato,FAQ,133,300,200,23-Dec-16
12444,Kolar,Chintamani,Tomato,Tomato,FAQ,66,266,200,22-Dec-16
12445,Kolar,Chintamani,Tomato,Tomato,FAQ,100,300,200,21-Dec-16
12446,Kolar,Chintamani,Tomato,Tomato,FAQ,166,333,233,20-Dec-16
12447,Kolar,Chintamani,Tomato,Tomato,FAQ,133,400,266,19-Dec-16
12448,Kolar,Chintamani,Tomato,Tomato,FAQ,133,400,266,18-Dec-16
12449,Kolar,Chintamani,Tomato,Tomato,FAQ,133,466,300,17-Dec-16
12450,Kolar,Chintamani,Tomato,Tomato,FAQ,133,433,300,16-Dec-16
12451,Kolar,Chintamani,Tomato,Tomato,FAQ,133,400,266,15-Dec-16
12452,Kolar,Chintamani,Tomato,Tomato,FAQ,133,400,266,14-Dec-16
12453,Kolar,Chintamani,Tomato,Tomato,FAQ,133,400,266,13-Dec-16
12454,Kolar,Chintamani,Tomato,Tomato,FAQ,133,400,266,12-Dec-16
12455,Kolar,Chintamani,Tomato,Tomato,FAQ,133,300,233,11-Dec-16
12456,Kolar,Chintamani,Tomato,Tomato,FAQ,133,400,266,10-Dec-16
12457,Kolar,Chintamani,Tomato,Tomato,FAQ,66,200,166,09-Dec-16
12458,Kolar,Chintamani,Tomato,Tomato,FAQ,100,266,166,08-Dec-16
12459,Kolar,Chintamani,Tomato,Tomato,FAQ,100,300,200,07-Dec-16
12460,Kolar,Chintamani,Tomato,Tomato,FAQ,66,266,200,06-Dec-16
12461,Kolar,Chintamani,Tomato,Tomato,FAQ,133,400,266,05-Dec-16
12462,Kolar,Chintamani,Tomato,Tomato,FAQ,166,566,400,04-Dec-16
12463,Kolar,Chintamani,Tomato,Tomato,FAQ,166,533,333,03-Dec-16
12464,Kolar,Chintamani,Tomato,Tomato,FAQ,200,700,533,02-Dec-16
12465,Kolar,Chintamani,Tomato,Tomato,FAQ,333,866,733,01-Dec-16
12466,Kolar,Chintamani,Tomato,Tomato,FAQ,266,700,533,30-Nov-16
12467,Kolar,Chintamani,Tomato,Tomato,FAQ,266,733,533,29-Nov-16
12468,Kolar,Chintamani,Tomato,Tomato,FAQ,333,933,700,28-Nov-16
12469,Kolar,Chintamani,Tomato,Tomato,FAQ,300,866,633,27-Nov-16
12470,Kolar,Chintamani,Tomato,Tomato,FAQ,300,866,633,26-Nov-16
12471,Kolar,Chintamani,Tomato,Tomato,FAQ,333,900,600,25-Nov-16
12472,Kolar,Chintamani,Tomato,Tomato,FAQ,266,733,533,24-Nov-16
12473,Kolar,Chintamani,Tomato,Tomato,FAQ,200,600,400,23-Nov-16
12474,Kolar,Chintamani,Tomato,Tomato,FAQ,133,533,400,22-Nov-16
12475,Kolar,Chintamani,Tomato,Tomato,FAQ,200,633,466,21-Nov-16
12476,Kolar,Chintamani,Tomato,Tomato,FAQ,200,700,466,20-Nov-16
12477,Kolar,Chintamani,Tomato,Tomato,FAQ,200,666,466,19-Nov-16
12478,Kolar,Chintamani,Tomato,Tomato,FAQ,200,733,533,18-Nov-16
12479,Kolar,Chintamani,Tomato,Tomato,FAQ,200,700,500,17-Nov-16
12480,Kolar,Chintamani,Tomato,Tomato,FAQ,400,833,700,16-Nov-16
12481,Kolar,Chintamani,Tomato,Tomato,FAQ,466,1000,800,15-Nov-16
12482,Kolar,Chintamani,Tomato,Tomato,FAQ,200,566,433,14-Nov-16
12483,Kolar,Chintamani,Tomato,Tomato,FAQ,166,500,366,13-Nov-16
12484,Kolar,Chintamani,Tomato,Tomato,FAQ,200,533,400,12-Nov-16
12485,Kolar,Chintamani,Tomato,Tomato,FAQ,200,566,400,11-Nov-16
12486,Kolar,Chintamani,Tomato,Tomato,FAQ,200,566,400,10-Nov-16
12487,Kolar,Chintamani,Tomato,Tomato,FAQ,200,500,400,09-Nov-16
12488,Kolar,Chintamani,Tomato,Tomato,FAQ,133,466,333,07-Nov-16
12489,Kolar,Chintamani,Tomato,Tomato,FAQ,133,533,400,06-Nov-16
12490,Kolar,Chintamani,Tomato,Tomato,FAQ,200,600,400,05-Nov-16
12491,Kolar,Chintamani,Tomato,Tomato,FAQ,200,500,333,04-Nov-16
12492,Kolar,Chintamani,Tomato,Tomato,FAQ,100,466,333,03-Nov-16
